Cleaned_Review,Sentiment
best computer engineering pune best placement outstanding experience placement placement one biggest plus point pict year previous record broken student placed nice company minimum lpa ctc last year almost student got placed campus placement record might well broken year sure placement increase coming year infrastructure people might say pict smaller compared college actually enough pict offer branch recently research lab consisting computer inaugurated carry project computer contain gpus required faster processing new hostel built girl sure loaded facility wifi accessible anywhere campus canteen good pretty affordable faculty speak computer department professor come across quite friendly minimum attendance policy attend lecture lecture interesting professor make use video explain difficult concept teacher pursuing phd helpful student need letter recommendation future various seminar workshop arranged professor greatly influence student one best event pune credenz organised pisb pict ieee student branch almost student fromoutside pune attend event various competition held event ranging technical nontechnical,2
guarantee placement great study environment exposure various technology placement placement cell hardworking care student highest package offered around lpa lowest lpa roughly onethird student bed placed package lpa amount student significant increase placement rate last year year around company visited campus offer associate engineer profile also offered marketing profile good package like byjus lpa student also opportunity internship company like nvidia ntt data get sponsorship project company bmc software g lab infrastructure one aspect needed improved college significantly infrastructure lab excellent isnt lack basic facility nothing else apart facility there basketball court academic building canteen hostel campus small acre precise faculty nothing much college towards curriculum come particular university faculty branch knowledgeable great work hard betterment student various seminar workshop conducted student get good industrial exposure attendance taken seriously result good tech fests year college credenza ctd well known annual cultural event called addiction event called inc also held every year project display,2
college high placement low fun placement pict well regarding placement pune one top grosser pune consider placement offered highest package offered year around lpa average pay lpa student get lot choice many national international firm come placement drive throughout year morgan stanley tc option abundant student training placement office pict take lot effort preparing student right first year however one thing note student etc branch take job company core company come infrastructure pict lack minimum infrastructure required carrying activity classroom lab apt fall back regarding sport facility one basketball court volleyball court campus small gym wifi speed average fails occasionally hostel room good strict canteen big serf limited option quality good faculty college follows savitri bai phule pune university faculty member extremely professional knowledgeable lot faculty member cant speak proper english strict staff norm pict want perfect assignment stuff torture student event keep going around year pict many student bodiesassociations like acm pisb art circle robocon tedx nss much campus always find activity going campus crowd great nerd sit around campus keep coding laptop though campus small beautiful lively outside campus many food joint chill,2
good place learn computer engineer placement got placed cybage campus placement offcampus opportunity good open pict student oncampus placement really good ranging different company different package around company come every year hire computer entc engineer giving decent package infrastructure adequate infrastructure student small campus general facility like canteen basketball court small auditorium etc computer lab good internet connectivity good good reading hall library specifically digital library faculty teacher quite knowledgeable good intention teach solve query student course curriculum quite good help industry standard learning practice coding assignment really helpful come industry experience,2
awesome placement small campus average campus life placement placement senior batch quite good around student placed year placement even better many nice company like morgan stanley deutsche bank credit suisse barclays toshiba rakuten finiq byjus ola etc company like tc accenture lnt infotech atos persistent capgemini yari sophos etc visited campus year around student already placed nvidia also offered internship college year average salary around lac per annum infrastructure campus college quite small lab classroom wellequipped library facility one best college pune hostel boy girl campus canteen food good quality sport ground include one basketball court volleyball ground serf multiple purpose faculty faculty qualified good teaching mark faculty college strict term assignment attendance college also arranges industrial visit also many workshop organised course curriculum according pune university many technical event college like pulzzion scientia credenz nd largest technical event pune also one cultural event called addiction best thing college,2
awesome university get degree secure great position industry placement institute known placement figure always placement average package lpa recently big name industry also shown viz siemens zomato student cse department likely get placement field entc student fight specific company infrastructure beauty college lie compact infrastructure number faculty member infrastructure adequate occupy much library get importance due digital library concept acquired huge classroom projector count efficient teachinglearning process sport special attention campus also field dedicated basketball table tennis chess carrom large parking space faculty teacher present either enough enough qualified course teach teacher enough industry experience help student learn exact requirement industry teaching therefore much satisfying interactive teaching method followed faculty member location college perfect student get access thing shop required right food stationery sport everything outside campus college much active extracurricular activity fun fests tech fests,2
pict creative supportive college placement placement branch pict top pune approximately placement rate followed pict e tc branch follow placement computer branch also placement rate even though placement student still able get high salary job infrastructure infrastructure hostel best many facility like wifi gym open gym hot water playroom tv hall provided three student single room pay r per year hostel food quite good cant say bad better faculty faculty good teaching good lecture taken regularly teacher nit iit student give u extra knowledge industry practicals experienced cool staff silent cooperative staff strictness followed first year thing thing done college studying home necessary,2
better place study learn new thing explore new thing easily get placed placement computer science information technology electronics telecommunication pict best college regarding quality education best placement maharashtra best place get placed easily college nearly every year mnc company visit college hire almost student package offered around lac lac per annum average lac per annum top core company visit campus morgan stanley tc accenture cognizant amdocs thoughworks rakuten many infrastructure college campus much big crowd less college branch computer science e tc infrastructure nice get facility related study college cricket ground small basketball court volleyball court available classroom good ac facility canteen food average student mostly prefer outside food outside food college delicious many option hostel good silent one restriction hostel eat canteen food mandatorily canteen youre staying college hostel hostel fee around r thousand per year better stay college hostel library awesome faculty faculty member good knowledgeable pursued postgraduate phd degree teaching nice college one main drawback college strict attend college attendance mandatorily face many problem thing best study hard first day college one strict college university particularly first year college strict last year need attend college best place learn easily get placed enjoy day study hard smart whatever clear everything world,2
one best college maharashtra offering average placement placement pict quite well known placement pune batch highest package lpa offered morgan stanley lowest salary offered around lpa average salary offered around lpa due university restriction internship offered infrastructure pict small college hence many facility college quality lab classroom internal infrastructure excellent free wifi provided throughout campus basketball volleyball court however college take part sort competition including cricket football faculty faculty highly experienced qualified various teaching method adopted like presentation quiz standard board teaching ndustry exposure provided term industrial visit however sufficient need improvement course curriculum based pune university strong foundation basic however updated based ongoing trend technology,2
great college better college pune campus tiny placement placement pretty decent student get package lakh company offer package lakh placement good highest year rakuten offered lakh lowest salary lakh morgan stanley offer lakh barclays company also offer great package awaya giving lakh infrastructure decent infrastructure wifi facility available reading hall lab well equipped maintained quantity food canteen great though hostel average pay amount money get good flat outside faculty faculty member strict everyone helpful except qualification good phd holder everybody us presentation teach one might get industry exposure course curriculum helpful syllabus pune university college autonomous let hope change new batch,2
small stature great height education placement placement quite good placement college equivalent coep pune highest placement pune last year college also company started visiting year previous year average salary offered last year lac per annum lowest salary offered lpa highest salary offered lpa japanese company rakuten morgan stanley barclays among top paying company infosys accenture among top recruiting company infrastructure library college decent wifi network present library lab also wellmaintained highspeed ethernet network present college giving speed mbps hostel accommodation also quite good basic facility like washroom water purifier present every floor food quality also good college lack sport one basketball volleyball ground faculty faculty team quite knowledgeable experienced curriculum strictly followed college right attendance lecture everything taken seriously faculty team encourages pursue knowledge apart syllabus student faculty ratio also quite good,2
absolutely satisfied good placement faculty infrastructure doesnt matter placement placement pict best one best institute maharashtra according placement scenario placement entc percentage branch pict still entc student unable get higher value package respect computer student entc placement infrastructure infrastructure pict boring thing campus small comparison reputation still able provide facility except big playground college basketball court volleyball court gym pict also enough facility faculty faculty pict best trained every teacher experience entering pict student get bored sometimes faculty member like work time college give advantage need require study home schedule strictly followed everyone college teacher support needed sufficient syllabus many thing get learn faculty member senior support good college far away thing like ragging crowd pict must viewable college day addiction day student get bored crowd pict silent cool zone evening walk,2
small campus big heart placement placement scenario pict quite good every year big company like rakuten microsoft google visit college average package lpa highest lpa every year currently compare placement scenario pict college pune youll find college got best placement city infrastructure campus really small literally walk entire campus even feel bit tired classroom lab wellmaintained necessary equipment sportswise college lag lot one basketball court entire campus used everything besides basketball canteen also lag quality though youll find great cheap food near college hostel room also great capacity less faculty college fall pune university faculty excellent best pu professor wellqualified graduating top college india really helpful always willing share knowledge student student faculty ratio pretty low,2
review engineering college placement student college got placed top company rest placed smaller package company like tc accenture range lakh per annum good company visited college stanley morgan rakuten barclays mu sigma symantec average package offered would lakh per annum highest package offered rakuten lakh per annum infrastructure college decent looking campus although huge computer lab electronic lab large classroom library study whole day five floor total department top floor computer science department electronics department connected within building passageway faculty faculty college wellqualified huge knowledge dwells practicality willing impart knowledge provided eager learn young crowd budding faculty mentored experienced faculty many year,2
pict heaven hell select one side placement placement well number opportunity provide good make little effort get placement sure etc package mark branch good around company visited campus dont know current status infrastructure small campus mark compromise sport would play every game basketball court didnt support much final year aspiration sport good place go faculty good faculty bad thing unproductive assignment give good rest soso boasted learn peer would learn lot pict staff better rest college,2
overall good strict placement student placement got placed company came college etc student also get placed company highest package given ittiam around lpa company high package eq technology thoughtworks finiq infrastructure pict small campus highspeed wifi connection accessible student across campus also canteen outside bakery shop buy cake celebrate birthday lot shop outside eat faculty currently follows pune university mentioned syllabus soon become autonomous faculty member strict lenient follow rule attendance monitored strictly hod knowledgeable person also bit strict many phd holder teach pict,2
brief summary life pict placement placement pict name college short something attracts many student average salary pict good around lpa company visiting campus also multinational company lot chance getting placed good company decent package rakuten highest paying company package lpa minimum package offered tc lpa college support facilitate searching internship allows thirdyear finalyear student pursue infrastructure outdoor sport possible pict campus basketball volleyball pict lack space sport ie campus small lack space make facility boy girl hostel campus rate better hostel equipped individual broadband connection room highspeed internet ive downloaded torrent file mbps whole college connected wifi register using college wifi lab wellequipped software lab also connected via highspeed internet recent change canteen catering pict canteen serf one best canteen food lot option eating well faculty experience faculty member good like little partition faculty professor young recently joined group senior faculty member minimum year teaching experience would advise misbehave faculty may affect grade negative way course student faculty ratio around faculty team wellqualified possesses ample knowledge clarify doubt attendance major criterion pict need maintain attendance matter else face quite trouble assignment curse student semester contains unimaginable number assignment extra assignment form punishment end done student attend lecture complete assignment dont need study pict tieup many company set lab increase industry exposure,2
good placement great faculty small campus strict placement people get placed entc placement package low core branch starting package low package high one applies coding software job package may vary lac lac crowd get placed one arent placed mostly went post graduation didnt take job intentionally infrastructure infrastructure isnt great college small clean green maintenance campus great girl hostel boy hostel mess campus girl hostel really great boy hostel mess also good currently basketball ground large campus lab classroom well equipped really good condition faculty faculty awesome teaching term although exception thats rare teacher great knowledge course curriculum vast follows pune university course curriculum teaching methodology like school nerd love place student class dont get much industry exposure strictness sometimes may feel like jail attendance compulsory place creative people focus practical knowledge bookish boring much competition college great computer engg taking admission best,2
pict awesome placement small campus placement year placement overall good placement usually divided category group lpa group ii lpa year average salary group lpa included company like morgan stanley avaya thought work rakuten etc average salary group ii lpa included mass recruiting company like tc accenture l etc view placement statistic official website pict ie httppicteduplacement infrastructure pict got many facility available small campus campus small cricket practice net gym volleyball court basketball court parking area canteen hostel medical facility library college building wifi facility available student registered providing mac address device classroom equipped digital learning facility lab around computer required software hostel good library well equipped book digital library reading hall also present faculty attendance compulsory everyone strictly keep attendance even rd year pune institute computer technology come pune university follows curriculum faculty member helpful well knowledgeable help every way go problem class around student teacher generally use digital presentation teach college great placement need attend college regularly hostel intake student less need live outside college private hostel flat many different type food item available eating nearby crowd good,2
best computer science pune placement college placement really commendable approximately company visit campus average salary package lac also high paying company like rakuten morgan stanley nvidia also come recruitment chance good electronics telecommunication student well get placed company infrastructure infrastructurewise college good small campus ie acre departmentsit comp etc lab well equipped necessary facility library abundant book reference material college minimum facility sport hostel limited entry faculty faculty member department good latest practical knowledge technical subject faculty member recommend reference book also teach ftom practicals conducted professor helpful cope theory part college affiliated pune university curriculum per guideline univerisity mind worth studying best college computer science explore numerous thing get many opportunity college placement good,2
thoroughly satisfied quality education placement placement always mark company visited campus first semester tpo staff member cooperative concerned placement tp cell also provided lot interactive training session student directly industry person hr helped cracking interview getting dream job infrastructure wifi facility pretty good every member college assigned uid password accessing internet service lab classroom well maintained regularly cleaned daily basis sport game pict bit lower hand importance given academic faculty faculty teaching non teaching well cooperative always student teaching assessment also good main concern course curriculum obviously set sppu doesnt meet requirement particular company couple year college going become autonomous benefit college student importantly,2
excellent college dedicated student towards technology study practically placement pict famous college placement company come college placement youre technically sound definitely youll get lac per annum ctc matter cgpa percentage thing matter practical knowledge coding skill overall placement senior batch placed top mncs highest package lac per annum rakuten inc company hired student batch lowest lac tech mahindra average package around lac per annum dont know company name ill mention top company rakuten amdocs thought work nvidia symantec ibm tc accenture cybage gslab morgan stanley vuclip pubmatic etc student assigned developer role assigned analyst role internship come college starting final year lcube best internship stipend offered around r etc infrastructure college famous placement expect facility regarding sport college totally studious student lab ã lan connectivity wifi also lab used lan facility internet talking lab lab proper system one lab assistant lab help concern regarding lab college library big per strength college good enough ã wifi facility library open pm exam time extends till quality classroom lab awesome youll satisfied quality classroom canteen good go hostel facility hostel value money college gym facility also trainer available faculty faculty member helpful showcasing something simply go ask doubt wont entertain faculty member highly qualified teaching used chalkboard method well ppt presentation industry exposure every month experienced person would give expert lecture,2
upto expectation quality student admitted excellent placement placement good compared university college maharashtra nearly student got placed different company highest salary offered lac pa lowest lac pa average salary around lac pa different company visited company like rakuten morgan stanley eqtechnologies avaya symantec etc visit campus every year rakuten offered highest salary lac student college role offered student mainly includes developer role selected mostly basis project internship opportunity college low strict rule attendance assignment infrastructure facility good computer lab wellequipped highspeed internet good assistance sport facility worst college spread acre land basketball court year intercollege basketball tournament held experience hostel good canteen food worst much option lack management even remember going canteen year many place hangout whole place concentrated tall building basketball court two hostel classroom conditioned always feel fresh attending faculty faculty team good supportive new teacher yet experienced done phd subject lack delivering teaching method different regular teaching teacher always encourage u learn syllabus research thing rather giving exam semester nearly student opt master u college strong reputation u university overall good college except iits really want good job go abroad study divert mind usual hobby college good reputation acting cricket coding competition many event held participate organise important thing senior good helpful always encourage keep motivated,2
best placement faculty infrastructure make every penny spent pict worth placement pict brand name get labelled pas feel value power go pool campus talk industry professional pict known producing top computer engineer needed leverage company performance industry output placement respectable good compared college pune given current market scenario average salary offered inr lakh highest going inr lakh lowest inr lakh average placement percentage specialty placement majority entc student getting placed top company package bracket inr lakh wish confirm know detail previous placement report check httppicteduplacement infrastructure college infrastructure highly advanced term library facility nearly book large number periodical journal read one advanced elibrary thousand ebooks ereports ejournals emagazines trusted noteworthy publication house like ieee mcgrawhill jgate nptel video library special lecture series iit kharagpur professional many facility classroom perfect student sufficient good quality infrastructure campus wifienabled medical facility available sport recreation facility also looked great care college provides infrastructure worth expenditure faculty faculty cooperative expert domain majority staff either phd certified process getting phd certification quality teaching excellent student ready work hard complement faculty teaching result bound encouraging positive pict come pune university curriculum followed college first year fourth year prescribed university pune course curriculum pretty balanced new technology based changing industry demand basic needed learning new technology faculty curriculum followed perfect complement,2
good placement infrastructure social environment placement placement pretty good maximum placement given rakuten lpa people usually placed end year dream company giving lpa well mass recruiter giving lpa role offered software developer quality analyst data scientist internship encouraged final year infrastructure wifi pretty good education purpose lab classroom wellequipped sport encouraged much library good canteen average plenty place eat outside campus hostel well equipped compulsorily take canteen subscription bad people accommodated hostel faculty faculty helpful term academic qualified knowledgeable use ppts good teaching aid studentfaculty ratio industry exposure less course curriculum give theoretical knowledge internship used getting industry exposure need manage college internship together credit given maximum day granted internship purpose great college get learn lot placement good teacher helpful keep good contact senior help guide project related detail prepare interview also lot seminar conducted esteemed personality regarding various academic topic well career guidance,2
satisfied faculty good placement previous year placement previous batch ie completed student got placed highest package lakh offered rakuten japanese company lowest package around lakh average salary lakh year company like avaya morgan stanley rakuten thoughtworks accenture sokrati persistent tc ion pubmatic etc visit every year percentage placement decreasing day day also internship offered ntt data japan ibm etc percentage internship offer increasing infrastructure wifi lab register phone laptop one usually classroom library good campus small food canteen good hostel room quite good may get much exposure sport game overall campus small otherwise good faculty faculty member good knowledgeable time less knowledge staff quite strict compared college strict attendance ppts video lecture given explain particular topic thing course useful,2
one best college pict placement maximum company visit pict post like software developer application developer tester coder highest package lpa given rakuten placed japan batch approximately student get placed tc persistent bulk company visit campus place student symantec softech amdocs adobe capgemini cybage company visit campus infrastructure campus bit smaller college provides facility required student teacher staff also student separate laboratory provided separate pc wifi mbps speed basketball court also auditorium provided seminar small function college canteen provides better food also mess facility faculty teaching staff well educated help student study extracurricular activity conduct extra lab learning new technology like hadoop android studio teaching also easy capture subject one teacher assigned along one separate laboratory teacher lab assistant,2
best placement studious crowd campus average faculty good placement placement thing would like seek admission college got best placement top company like morgan stanley rakuten etc visit campus every year highest package lpa average package around lpa infrastructure technical instrument computer present laboratory mark never need something extra available lab classroom spacious ample light air separate projector every classroom food quality canteen average lot option available nearby faculty teacher pict highly qualified everyone hold degree mtech working phd well none faculty member mind ask question ratio student faculty around teacher student,2
small best college programming student time following placement got placed etc almost lakh per annum highest package etc average lakh per annum lowest package around lakh per annum company like atoss tc rakuten inotics eq technology accenture visit campus go m mtech student apply placement infrastructure infrastructure good facility provided like wifi library hour reading hall since campus small basketball court outdoor indoor tt chess etc available canteen also available food average quality sunday awesome quality food made girl hostel boy hostel also girl hostel bigger facility like wifi full time water supply faculty faculty member experienced friendly lab well equipped classroom well maintained curriculum student get chance learn teacher use traditional teaching well computer student get chance visit industry rd th year,2
best college computer engineering maharashtra term education placement pict placement placement best pict college mostly known placement maximum package offered college lac offered rakuten japan student get placement college tp cell college best many activity organised college student get placed company actually college start preparing student placement right first year many program organised college help student increase vocabulary mental aptitude gd infrastructure infrastructure pict wellmaintained although campus college small feeling college good greenery pict big ground student basketball court volleyball ground small campus college contains building including canteen girl boy hostel floor building facility hostel best canteen food worst college hostel around meter main building college faculty talking faculty member pict one best faculty member c entc every teacher supportive help student decide choice engineering make student best although faculty member strict help student understand importance time management company gon na work year going make work student wont get enough opportunity something sport teacher interested study surely tell topper college acquire knowledge required placement bookish knowledge worth pict,2
pict review great crowd horribly strict college placement placement really great student chance get package high lakh japanese company rakuten student get placed unlike college placement reduced considerably last year year tpo changed expect significant increase placement overall placement better college infrastructure infrastructure poor hardly building building construction classroom poor almost lab sport facility average campus dirty classroom simple dont many facility faculty college great course strict teacher even stricter school also lot rule pathetic attendance policy college take fine attending class teacher average good poor helpful studentfaculty ratio good department,2
good placement lack infrastructure average crowd placement placement really good want go computer field looking core electronic company wrong place alister company visit computerbased company best company visited japanese company offering package around lac infrastructure infrastructure fine college three department campus really small wifi facility good get username work really hard library fine get book need issue one week issue three book time final year four book two week sport game facility good college lack infrastructure faculty faculty team really good teaching strict attendance practicals class conducted well really work hard submission time really strict checking manual especially electronics department attend practicals going computer department right place going electronics department need think twice prepared life going hell especially one serious bunch student,2
awesome crowd small campus best placement computer engineering placement placement nice almost student placed every year lowest package lakh highest package rakuten lakh average package computer engineering lakh entc lakh role include software developer data analyst etc internship done student faculty support personally infrastructure wifi available wellmaintained lab nice library bad sportsperson campus area small basketball court available canteen food quality bad regular meal hostel nice girl average boy lack one thing ie campus size small college faculty faculty strict supportive time case academic knowledge communication problem submission tough teaching method used include presentation projector curriculum updated linked university college cant really anything,2
college offer good placement small campus good staff attendance compulsory offer fewer cocurricular activity excellent academic computer science best placement followed information technology electronics telecommunication,2
college located behind bharati vidyapeeths campus punesatara road college founded maintained good track record placement faculty member pict highly knowledgeable respective domain college good library find huge variety book area college conduct several event student showcase nurture talent,2
excellent nd best coep google microsoft ibm come every year tc infosys accenture recruit major chunk average salary must around r lakhsper year youre pune institute computer technology pict rest assured youll definitely get job hard work attendance everything finally pay well,2
college nice teacher helpful placement bad company hiring student offering really good salary college much strict attend college regularly need assignment regularly,2
college maintained reputation year excellent teaching guidance provided lot opportunity student excel career course setup inhouse amdocs innovation lab boost student perform extraordinary project sponsorship placement high mark,2
pict best college computer engineering study placement infrastructure missing thing say sport various technical fests held pict national level extracurricular activity also conducted test conducted regular basis planned well surprise nature although surprise test common student try stay uptodate student given homework teacher share presentation,2
facility like sport ground less top college india computer even better iits wish computer graduate itâs best college three branch ie computer entc placement good fortune company,2
pict best college pune computer engineering best faculty small wellequipped campus college welldeveloped lab importantly good placement highest salary rupee lakh per annum average salary rupee lakh per annum around placement,2
absolutely satisfied good placement good education placement pict college dream college many student get high placement many opportunity time highest package lpa also good internship opportunity one looking good placement career opportunity pict best option infrastructure college infrastructure good case area greenery classroom library wifi facility good enough student happy hostel room mess also quite good want study pict best good competitive atmosphere faculty teacher well qualified phd holder well experienced good teaching skill college curriculum best enough get ready industry semester exam lil bit difficult syllabus hard autonomous institute,2
overall college good good campus many placement placement highest lakh lowest lakh almost student get internship top recruting company like amazom samsung riya adivasory duo bank flipkart overall percentage placing good almost company give internship betterment student infrastructure wifi library classroom lab overall hostel quality food good also medical facility mess seprate canteen available good infrastructure good stafff aoverall well nice thing campus situated small place faculty teacher well qualified teaching quality execllent semester exam good half syllabus covered going ask exam passing percentage yes college also extra curriculum activity like addiction hardware part nothing almost activites like event fest campus,2
really good infrastructure facility placement every student get good placement well reputed renowned company curriculum excellent college provide u internship better future experience provided place batch although lockdown know package lac per annum infrastructure good staff friendly best part think best classroom well good easily comfortable best part hostel never cut light water warden also good talking mess good food medical also available faculty teacher best think way teach excellent burden stress giving good word study well exam pas every thing easy study focus good time college one golden one memory,2
satisfied placement dissatisfied campus life placement student placed till average salary package lpa highest salary package offered lpa lowest lpa top recruiting company phonepe codenation arista network samsung juspay rakuten supermind deutsche bank infrastructure facility good area small wifi facility good handle many user time lack infrastructure large intake student year lab wellestablished everything necessary faculty faculty member excellent exam conducted strictly faculty member helpful always ready communicate anything related curriculum quality teaching also good course interesting scope future world moving digital,2
college good return investment placement placement good good company visiting placement like amazon microsoft average salary package lpa highest salary package lpa minimum salary package lpa placement cell teacher work lot student grab good placement infrastructure college good infrastructure library good wifi available classroom wellmaintained sport facility good every year sport fest organised faculty teacher helpful semester examination strictly conducted pas percentage chose course good demand coming year,2
top college engineering computer science placement good placement offer provided college college focus improving soft skill teamwork many required company get placed student get placed average company like tata wipro tc many top recruiter course college offer internship nd year good infrastructure wifi facility college good speed range think college improve thing required like smart classroom etc college library book lac college focus sport well yoga activity keep student fit healthy faculty teacher highly qualified knowledgeable think student follow rule regulation given teacher get placed top company well attendance monitored aware well think college give complete exposure student required industry,2
ideal college academically driven student looking career technology engineering placement fine aspect college offer placement stand exceptional many prestigious company set foot college ground recruitment process good percentage student get placed respectable package deal infrastructure infrastructurewise college substandard college established modification improvement made campus since academic facility like lab library electronic equipment computer adequate college lack facility like sport cultural extracurricular activity canteen hostel facility sufficient per expectation faculty teacher good well qualified case reputed esteemed institute like pict teaching method still traditional conform strict regular timing schedule academic taken strictly seriously student graduate excel future venture ideal environment hardworking studious student course offered college equally respected treated fairly across department every branch good set educator faculty give college highranking numerous event fests held ranging technical cultural event due credit bright talented student dedicated organising various activity also many club association mainly technical student may choose join,2
college provides lot placement opportunity less infrastructure placement college provides lot placement opportunity placement little tough entc student core company student want go company college provides great opportunity lot company visit college placement get plenty chance infrastructure college huge classroom projector wifi facility available range area huge problem speed wifi facility want major work must data connection faculty teacher college good course curriculum decided savitribai phule pune university teacher helpful mostly strict attendance submission asked maintain attendance lecture else throw lab lab assistant helpful campus environment great,2
overall good college really good placement placement salary package offered range lpa top recruiting company like rakuten avaya etc visit campus placement student got salary package lpa student also got salary package lpa depends student company visit college recruitment infrastructure reading hall wifi connection sport game played much space food served student satisfactory library good many book read reading hall capacity student sport event like elevate conducted every year medical facility available faculty teacher college good qualified teaching quality average solve doubt student course curriculum relevant good student make u industryready extent extracurricular activity conducted student club student join college conduct huge event student,2
good placement faculty except entc branch compact campus placement overall placement college good come entc student get placed due lack skill college paid attention rather completing syllabus branch good placement infrastructure college compact campus doesnt even proper playground canteen provides poor quality food price dam high college provides better facility come learning small library containing course related book room genre faculty entc worst faculty compared branch focusing syllabus considering required skill student need faculty member college pretty good looking computer science engineering right place dont even consider entc,2
good placement infrastructure facility hostel good placement student placed entc course highest package lakh course lowest lakh average package offered course lac lti se top recruiting company course many student got internship infrastructure college provides everything like wifi facility lab classroom etc food quality mess good facility hostel also good food available canteen nice medical facility available time required sport game also available faculty teacher helpful qualified knowledgeable teaching quality best course curriculum relevant make student industry ready im interested entc chose course learn everything related electronics learn hardware well software,2
decent college overall good faculty poor infrastructure lab placement placement electronics telecommunication department good state one core company visit placement also pay less compared company result entc graduate spends year entc department get job require entc skill knowledge moreover company prefer recruiting computer science student studying relevant subject course hence entc student get job requires lot time effort focused enhancing coding skill infrastructure infrastructure upto mark classroom pretty old bench usually good state making sitting lecture extremely uncomfortable go lab equipment old outdated many time lab equipment perform experiment faulty put soup final practical exam front external cant get work college wifi poor simply get reception anywhere within campus library event get connected wifi youll lucky download mb file less hour faculty course curriculum old outdated like every college pict place strict regulation submitting assignment maintaining high attendance faculty entc department mixed bag exceptionally great professor quite good professor faculty first shift much better entc department difference definitely noticeable compare two professor second shift want trouble student three technical fests organized college one cultural fest college must improve quality faculty lab need major update course difficult go course youre strong mathematics,2
pict everyone placement percent get placed average package lac internship find college dont help much supportive internship really love entc college less mark could get computer good college go entc pict infrastructure wifi okaish lab good faculty bad old minded people cooperative struggle whole year plus never loose icard cost k strict plus game say encourage dont anything student,2
overall good college one really interested engineering placement highest package lpa lowest around lpa company like rakuten phonepe visited year far know rakuten visiting last year many student got internship college applied internship externally infrastructure library big book almost everything related technology lab well maintained wifi facility pretty good college basketball court related sport college good sport facility canteen food ordinary faculty student industry ready completing course teacher good cooperative one get placed heshe lot selfstudy teacher completing portion teacher demanding come file completion submission number event fests arranged college like inc pulzion etc student maharashtra admission college one top college maharashtra ce entc engineering,2
college good overall development student placement almost percent student placed highest package lac lowest maybe lac rakuten deutsche bank tc eq technology hsbc bank musigma etc top recruiter percent student got internship eq technology goldman sac swiss bank etc infrastructure wifi college well hostel lab wellequipped library enough book required journal etc hostel room cleaned daily food quality good medical availability present x sport activity also available faculty teacher highly qualified helpful great knowledge teaching quality pretty good curriculum well relevant helpful student overall development student done helpful using knowledge industry,2
absolutely pict college one best college pune universitystudent take admission placement year placement ratio excellent higher previous year placement ratio information technology branch student got placed first time highest placement ratio department year get highest package department given phonepe lac per annum average package lpa lowest lpa top recruiting company like phonepe deutsche bank barclays many visited college year around company like ubs z associate goldman sach came internship offer infrastructure plenty number lab classroom open till night studying student also wifi available hour quality food canteen average hostel quite good medical facility sport game good faculty teacher pict quite better sppu college point teacher name course curriculum decided sppu good student im department batch passout choose pict college pict best college computer science information technology branch cumulative great amount competition cultural environment get fewer challenge best placement also event campus crowd surrounding activity pict average,2
college good placement sport canteen facility worst placement top recruiting company phonepe rakuten etc college according report computer science department hold maximum placement information technology electronic telecommunication also emerging good placement infrastructure college worst ever sport facility dont even ground play student want race sport career study opt college hostel average st year mess canteen worst faculty faculty member average strict attentive attendance taking teaching effort always force student attendance course curriculum relevant many holiday fault sppu hesitating student want study get good salary package opt college,2
good placement need focus practical implementation thing placement pict get company visiting placement top recruiter phonepe rakuten db etc go back past pict st college pune introduce computer science branch pune get good coding development environment student cooperative average placement year ie batch nearly lac per annum great internship nearly student got internship year year highest salary offered phonepe lpa domestic infrastructure college provides free wifi student college wellequipped library lab well maintained contains required instrument college provides hostel facility student also good canteen canteen food good compared college canteen college basketball court volleyball court cricket etc indoor game like table tennis college also gym student faculty teacher helpful knowledgeable use good teaching technique attendance criterion compulsory term work curriculum related thing done proper process college also get industry visit student get industry ready interest electronics hence always wanted career teaching practical implementation knowledge college many fest like addiction elevate pulzion credenz ctd paskathon etc,2
pict college learn lot thing provides chance improve placement almost student getting placed pict placement college good average salary package offered lpa every student getting chance entc student also getting placed high salary package many company visit help student grab different opportunity infrastructure wifi facility available gb data every day every student almost every book available library classroom lab well ventilated food served canteen also good infrastructure also good maintained playground also available play different sport faculty every teacher good wellqualified also good knowledge helpful whenever require help require advice time teaching provide u practical knowledge also help u stand compete student college organises event called addiction every year conducted day release stress participate various competition ieee acm society various event student show knowledge art circle also group show skill singing drawing dancing etc,2
best college one get enjoy learn placement almost student get placed highest package offered lpa lowest package offered lpa average package offered lpa package offered company like avaya lpa hsbc lpa ion trading lpa sapient lpa cadence lpa top role offered software engineer rd engineer highest package offered course lpa lowest package offered course lpa average package offered course lpa almost student got job need internship infrastructure pict massive infrastructure department wellequipped laboratory library wide range book technical novel free wifi campus classroom equipped projector well ventilation hostel boy girl campus room occupied two student attached toiletbathroom hostel hour electricity also airconditioned room available extra pay good food canteen wellmaintained hygiene college didnt vast ground sport basketball volleyball ground year intercollege match held large scale college faculty teacher college well qualified knowledgeable college faculty help student way faculty even give extra time student college hour faculty encourage student participate various competition student see result teaching quality placement college sppu curriculum good curriculum college must try update syllabus technology doesnt make student industryready choose course like work electronic stuff robotics course give knowledge almost field robotics provides hardware software knowledge equally including recent technology would good college many club event throughout year give student platform show skill also art club robotics club technical well extracurricular event also annual gathering called addiction intracollege project competition inc dance competition painting competition robot football competition much,2
