Name,Review,Date,Unnamed: 3,Cleaned_Review
Ashutosh Shinde | B.E. in Information Technology - Batch of 2019,"Very good placements and good faculty members.
 
 Placements: It is one of the known colleges for placements. It offers the highest number of placements in one domain, and high quality of placements opportunities. It provides quality of teaching. The students bring the attention of big IT companies to PICT. Feedback from PICT students placed in various industries is very good.
 
 Infrastructure: The college infrastructure is sufficient for studies. College does not have a big sports ground, that is one of the disadvantages of the college. College campus is too small. Other things like laboratories, classrooms, and library are well maintained and good enough.
 
 Faculty: Some of the faculty members are really good at teaching. Some of them do not have the knowledge, but still, they teach. The student-faculty ratio is good enough. They are highly experienced, make the student ready for the industry. Torture is very high, but taking it positively helps the student to learn management and to handle high pressure.",2018-04-12,Shiksha,good placement good faculty member placement one known college placement offer highest number placement one domain high quality placement opportunity provides quality teaching student bring attention big company pict feedback pict student placed various industry good infrastructure college infrastructure sufficient study college big sport ground one disadvantage college college campus small thing like laboratory classroom library well maintained good enough faculty faculty member really good teaching knowledge still teach studentfaculty ratio good enough highly experienced make student ready industry torture high taking positively help student learn management handle high pressure
HYDER ALI Wani | B.E. in Computer Engineering - Batch of 2020,"Creem of Pune we can say for PICT college.
 
 Placements: The placements are awesome for computers and information technology department. I can say that PICT has the best placements across the state and it's a very popular college. Personally, I learnt a lot in my college because teachers are very much cooperative and support the students in every aspect.
 
 Infrastructure: I can say that infrastructure is average like the equipment for practices are old because, its very old college, but they are improving. I can say about the infrastructure, the buildings are very attractive and beautiful views are there, but there is only one problem that the college is situated near the road due to which there is some disturbing environment.
 
 Faculty: The teaching staff is well-qualified overall. The teaching and learning process is very good. Also, the curriculum activities are also present like cultural events, sports, events etc. Always there are sports events once in a month, and also workshops are there once in a week by which students are getting more practical knowledge and practical experience.",2018-04-11,Shiksha,creem pune say pict college placement placement awesome computer information technology department say pict best placement across state popular college personally learnt lot college teacher much cooperative support student every aspect infrastructure say infrastructure average like equipment practice old old college improving say infrastructure building attractive beautiful view one problem college situated near road due disturbing environment faculty teaching staff wellqualified overall teaching learning process good also curriculum activity also present like cultural event sport event etc always sport event month also workshop week student getting practical knowledge practical experience
Sandeep Jinkalwad | B.E. in Electronics and Telecommunication Engineering - Batch of 2019,"The best college I have ever seen in all aspects.
 
 Placements: Placement of the college is good. The 100% placement. The highest package is 32 lac and the lowest is 2 lac per annum. The MNC companies such as Rakuteen, Morgan Stanely, TCS, Accenture, Atos and many more. Roles offered are Developer, Marketing sector, and many more. The student who want internship must talk to the staff of department. There is a Placement cell in the college which will help you during the placement for the necessary announcement. The stipend that college student has got may be 10 thousand per month during their internship. The placement will be done as per the criteria of the company but most of the companies are MNC that's why they require the first class student that means you must have 60% or above then only you are eligible for the company otherwise you are not. There are companies which will be of no criteria that will take the students who else having below 60%. During placement the students must have to take efforts for getting selected.
 
 Infrastructure: The college infrastructure is well and good. The classroom are good. The labs are also well maintained each and every instrument is properly arranged and placed. The college has its Wi-Fi also but you have to register to get the access of Wi-Fi. The library is not so big but essential for those who want to study in library. The library has lots of books for the students I. e, technical as well as non technical. The college has the medical facilities and also the sports but the college don't have the big ground. The quality of the food in canteen is good one and the hostel for both boys and girls is excellent. There is no issue of infrastructure.
 
 Faculty: The teachers are well qualified and full of knowledge. The teachers will help you in every stimulation. The teaching quality is excellent the only thing is you have to attend regularly. The teaching is done by projector and by giving the example and many more. Yes there is industrial visit in 3rd year. This college is useful for computer and IT student because most of the company are software based.
 
 Other: The events are carried out every year in the month of january nad also there are many event carried out by our college. Scholarship is given for every student. College Campus is well and good.",2018-04-10,Shiksha,best college ever seen aspect placement placement college good placement highest package lac lowest lac per annum mnc company rakuteen morgan stanely tc accenture atos many role offered developer marketing sector many student want internship must talk staff department placement cell college help placement necessary announcement stipend college student got may thousand per month internship placement done per criterion company company mnc thats require first class student mean must eligible company otherwise company criterion take student else placement student must take effort getting selected infrastructure college infrastructure well good classroom good lab also well maintained every instrument properly arranged placed college wifi also register get access wifi library big essential want study library library lot book student e technical well non technical college medical facility also sport college dont big ground quality food canteen good one hostel boy girl excellent issue infrastructure faculty teacher well qualified full knowledge teacher help every stimulation teaching quality excellent thing attend regularly teaching done projector giving example many yes industrial visit rd year college useful computer student company software based event carried every year month january nad also many event carried college scholarship given every student college campus well good
Rohan Singh | B.E. in Computer Engineering - Batch of 2017,"Good placements. Average faculty, facilities and infrastructure.
 
 Placements: Placements are good specially for computer and information technology branch students with average of more than 4 lkhs for like 450 students. Top 100 students regularly get more than 7 LPA. Maybe 60-70 students remain unplaced due to lack of interest in placement drive or low marks. Placement cell is very supportive. You won't see many colleges Working that hard for bringing companies to colleges.
 
 Infrastructure: Infrastructure is good if you look in terms of academics. The major downside is we don't have enough space for recreation and sports. We only have one basketball court which is generally brimming with student groups all day. Apart from that all departments have been given enough space for laboratories for different subjects. Canteen is good and it's food is also good.
 
 Faculty: Teachers are very helpful but here attendance matters. Our college gives more emphasis on attendance and theoretical knowledge Rather than practical one. But there are some teachers who can go to any extent for helping you out - either with projects or academic related assignments.
 
 Other: Well college calendar is absolutely filled with events. College has two student chapters- ACM and IEEE who organises small events and seminars regularly. Its main project showcasing event- I&C is one of the biggest technical events of Pune. In sports only one major inter college basketball contest is organised.",2018-04-04,Shiksha,good placement average faculty facility infrastructure placement placement good specially computer information technology branch student average lkhs like student top student regularly get lpa maybe student remain unplaced due lack interest placement drive low mark placement cell supportive wont see many college working hard bringing company college infrastructure infrastructure good look term academic major downside dont enough space recreation sport one basketball court generally brimming student group day apart department given enough space laboratory different subject canteen good food also good faculty teacher helpful attendance matter college give emphasis attendance theoretical knowledge rather practical one teacher go extent helping either project academic related assignment well college calendar absolutely filled event college two student chapter acm ieee organises small event seminar regularly main project showcasing event ic one biggest technical event pune sport one major inter college basketball contest organised
Tejas Mandora | B.E. in Electronics and Telecommunication Engineering - Batch of 2018,"Satisfied with infrastructure and placement record.
 
 Placements: This year the placement was quite awesome. It was better than last year. The highest package was 17 LPA and the lowest was 3 LPA whereas avg. package this year is 7 LPA. Morgan Stanley, Avaya, Wisdmlabs are some of the companies that visited our campus. The roles offered were technical analyst, QA, and some non technical companies.
 
 Infrastructure: We have Wi-Fi facility available, the classrooms and labs are good and well-equipped. The canteen's food is quite good afternoon changing the staff. The hostel rooms are quite good. They have ample amount of space. The library and reading room are also very well designed.
 
 Faculty: The teachers are well qualified and are extremely talented in their respective subjects. Student to faculty ratio is also quite good. The industry exposure is also good. The teachers have ample amount of knowledge in their fields. The course curriculum was useful.",2018-03-27,Shiksha,satisfied infrastructure placement record placement year placement quite awesome better last year highest package lpa lowest lpa whereas avg package year lpa morgan stanley avaya wisdmlabs company visited campus role offered technical analyst qa non technical company infrastructure wifi facility available classroom lab good wellequipped canteen food quite good afternoon changing staff hostel room quite good ample amount space library reading room also well designed faculty teacher well qualified extremely talented respective subject student faculty ratio also quite good industry exposure also good teacher ample amount knowledge field course curriculum useful
Akshay Thorat | B.E. in Information Technology - Batch of 2018,"Dissatisfied because of faculty, but we have good placements, good infrastructure and facilities.
 
 Placements: A lot of companies come for campus placements, and packages are above average. Almost all the students get placed. The highest package offered is 36 lacs per annum in Japan, and there is a training and placement cell in the college. The training and placement cell is very helpful, and the criteria for most of the companies is that students should have 60% aggregate.
 
 Infrastructure: The college campus is very small as compared to other colleges, and there's no sport except basketball court on the campus. The hostels and canteen are on the campus, and the food quality in the canteen is average. The Wi-Fi is available, but you have to register for it in the college.
 
 Faculty: The teachers of the college are qualified but have very less knowledge. They take every opportunity to harass the students, and it's mental torture to be in this college. The college is very strict, and students have no college life. They all lose their hopes and dreams at the end of completing the curriculum in the college.",2018-03-27,Shiksha,dissatisfied faculty good placement good infrastructure facility placement lot company come campus placement package average almost student get placed highest package offered lac per annum japan training placement cell college training placement cell helpful criterion company student aggregate infrastructure college campus small compared college there sport except basketball court campus hostel canteen campus food quality canteen average wifi available register college faculty teacher college qualified less knowledge take every opportunity harass student mental torture college college strict student college life lose hope dream end completing curriculum college
Vaibhav Lohani | B.E. in Information Technology - Batch of 2018,"Good college for learning and getting a good job.
 
 Placements: Placements were really nice for 2018 batch. A lot of first time visiting companies, most of which are exciting startups visited. Examples can be rackware, ryusi etc. Companies that have been visiting earlier also visited. Almost 70 - 80 % of the students have been placed. Types of roles mainly offered were ( in order of frequency)- software developer/engineer, programmer, business analyst, technology analyst. For a surprise, marketing and sales roles also offered by some companies like byjus and wisdmlabz. Internships provided by the college are not very much. Most of the students look for internships on their own. For 2018 batch, Nvidia and ACI were the only companies that visited for internships, in which some 4 -5 students got internships. The highest package in India was 16 LPA by Morgan stanley and outside India 35 - 40 LPA in japan by Rakuten. Placement cell is present. Now, its efficiency and working depends on the very people running it. This year, the cell was very efficient, managed to attract many companies, and was also managed very efficiently. This can be attributed to the change of leadership and proactive volunteer. The cell is run by volunteers from our batch only. So it depends on them, and so its efficiency can vary every year.
 
 Infrastructure: Infrastructure of the college is average to above average. The basic infrastructure like classrooms and labs are very good. They have good quality computing resources for normal learning (however, they can sometimes be inadequate in final year for large projects). The Wi-Fi provides very good connection speed, but their can be some connection glitches, which are being worked out though. The quality of food in canteens has improved from this academic year (2017) after the caterer was changed. I was a localites, hence can not comment on hostels. Sports is, however, is an area where the college lags. Apart from a basketball and a volleyball court, there is nothing much. Also, the atmosphere here is kind of studious or geeky. So, if you are interested in sports, this is not the best place to be.
 
 Faculty: Teachers vary greatly and you will find each and every kind of teachers. So, it is a difficult thing to generalize. Mostly, teachers are helpful in comp and it departments. Entc department teachers are a little bit strict. Teaching quality is average to good. Teaching is mostly on boards and projectors. The course curriculum is good for building the base of knowledge. The basic and older (some students feel) technologies are more focused. But you will have to learn the latest trends by yourself. The self learning environment is also very good in college. Students can learn a lot is interest groups, events and other such activities where they can interact and develop projects with seniors. A lot of students learn competitive programming as well in these groups.
 
 Other: Many events take place across the year, catering to different interests. Most are technical events, some are cultural. Crowd in the campus is average. College does not provide its own bus for connectivity. So, you will have to use public transport or your own vehicle. Campus surroundings are mostly flats that are accommodated by college students. As bharti vidyapeeth university is also in vicinity, there are a lot of students living in that area and hence a lot of shops and services to serve their interests.",2018-03-25,Shiksha,good college learning getting good job placement placement really nice batch lot first time visiting company exciting startup visited example rackware ryusi etc company visiting earlier also visited almost student placed type role mainly offered order frequency software developerengineer programmer business analyst technology analyst surprise marketing sale role also offered company like byjus wisdmlabz internship provided college much student look internship batch nvidia aci company visited internship student got internship highest package india lpa morgan stanley outside india lpa japan rakuten placement cell present efficiency working depends people running year cell efficient managed attract many company also managed efficiently attributed change leadership proactive volunteer cell run volunteer batch depends efficiency vary every year infrastructure infrastructure college average average basic infrastructure like classroom lab good good quality computing resource normal learning however sometimes inadequate final year large project wifi provides good connection speed connection glitch worked though quality food canteen improved academic year caterer changed localites hence comment hostel sport however area college lag apart basketball volleyball court nothing much also atmosphere kind studious geeky interested sport best place faculty teacher vary greatly find every kind teacher difficult thing generalize mostly teacher helpful comp department entc department teacher little bit strict teaching quality average good teaching mostly board projector course curriculum good building base knowledge basic older student feel technology focused learn latest trend self learning environment also good college student learn lot interest group event activity interact develop project senior lot student learn competitive programming well group many event take place across year catering different interest technical event cultural crowd campus average college provide bus connectivity use public transport vehicle campus surroundings mostly flat accommodated college student bharti vidyapeeth university also vicinity lot student living area hence lot shop service serve interest
Amit Shinde | B.E. in Computer Engineering - Batch of 2020,"Good college with great opportunities.
 
 Placements: Excellent placement opportunities. Many companies like Morgan Stanley, nvidia, etc. Visit here who give excellent packages. Internship opportunities are great here. The average package given to a PICT student is always much more than any other college in Pune.
 
 Infrastructure: Decent infrastructure. The maintenance is done from time to time tough the campus is small. Classrooms are decent, every classroom has a projector and well maintained benches. The new IT classrooms are excellent. Laboratory have good computers with the latest hardware.
 
 Faculty: Good faculty with great knowledge about the subject. There are some teachers who are carrying a Ph.D. and have great knowledge regarding the subject, whoes recommendation letter also carries alot of importance. The new faculty that is being recruited also have a good knowledge about the subjects.
 
 Other: Not to many extra curricular activities, focus is given in academics.",2018-03-25,Shiksha,good college great opportunity placement excellent placement opportunity many company like morgan stanley nvidia etc visit give excellent package internship opportunity great average package given pict student always much college pune infrastructure decent infrastructure maintenance done time time tough campus small classroom decent every classroom projector well maintained bench new classroom excellent laboratory good computer latest hardware faculty good faculty great knowledge subject teacher carrying phd great knowledge regarding subject whoes recommendation letter also carry alot importance new faculty recruited also good knowledge subject many extra curricular activity focus given academic
Onkar Wasadikar | B.E. in Electronics and Telecommunication Engineering - Batch of 2020,"Honest review for our college.
 
 Placements: Placements are actually good compared to other colleges, even COEP. If you want to give interview of every company, just crack the criteria, that is average percentage of all four years. E&TC students can also sit for placements of almost every software company. E&TC placements were not so good until this year. Almost 50+ students got package above 5LPA. Comp and IT placements are always good. And college is taking autonomy from 2018 which will be beneficial. The highest package this year was 42LPA by a Japanese company Mercari. Rakuten also gives packages around 30LPA. Other companies visiting PICT are : Morgan Stanley, Avaya, ittiam, eq technologies, quick heal, Ola, Byju's, FinIQ, HSBC, etc. Deutsche bank also visited this year. You can see placement report of every year on website pict. Edu. Frankly speaking, core electronics companies are Less in number. So electronics students have to go through software companies interviews and compete CS IT students, which they are doing well. We don't get internship for college. Students have to look for them for almost every college. Thank you.
 
 Infrastructure: Frankly speaking the college area is very small compared to every college, even school. But it is kept very clean and neat. Hostels have less rooms but are also good. Don't get depressed after seeing the campus area of our college! Wi-Fi is available in campus and in hostel rooms with good speed. Labs have many equipments, you can perform every experiment that you are learning. Classrooms are like school classrooms, desks are small!
 
 Faculty: Faculty is good. College is very strict about attendance. Teachers are well qualified. They too, attend college regularly. Some teachers are well experienced and we'll qualified. Some have degree of IIT's and have Ph.D. in respective subjects. Some are pursuing Ph.D. HoD's and principal are strict but are very respected ! Yes, we do have industrial visits from second year. 6-7 teachers are there for each subject. Student to faculty ratio is almost 40 : 1. We do have ACM local chapter and IEEE. You may learn alot under them. I honestly suggest you to take part in the events.
 
 Other: College mess is terrible! Ragging is impossible here, don't worry.",2018-03-23,Shiksha,honest review college placement placement actually good compared college even coep want give interview every company crack criterion average percentage four year etc student also sit placement almost every software company etc placement good year almost student got package lpa comp placement always good college taking autonomy beneficial highest package year lpa japanese company mercari rakuten also give package around lpa company visiting pict morgan stanley avaya ittiam eq technology quick heal ola byjus finiq hsbc etc deutsche bank also visited year see placement report every year website pict edu frankly speaking core electronics company less number electronics student go software company interview compete c student well dont get internship college student look almost every college thank infrastructure frankly speaking college area small compared every college even school kept clean neat hostel less room also good dont get depressed seeing campus area college wifi available campus hostel room good speed lab many equipment perform every experiment learning classroom like school classroom desk small faculty faculty good college strict attendance teacher well qualified attend college regularly teacher well experienced well qualified degree iits phd respective subject pursuing phd hod principal strict respected yes industrial visit second year teacher subject student faculty ratio almost acm local chapter ieee may learn alot honestly suggest take part event college mess terrible ragging impossible dont worry
Shubham Mantri | B.E. in Information Technology - Batch of 2018,"Good placement, academic excellence, helpful faculty, and poor extra curricular activities.
 
 Placements: Good placement, average package of 6 LPA. With a variety of different companies with core non core, banking as well. 70% students placed. Very efficient placement cell. Internship are not provided. 30lpa was max package and 3lpa was minimum. It is about 2017 batch.
 
 Infrastructure: Labs class room are well-equipped. But sports activity are very less. Medical facility is good. Campus is very small. Like shuru hotel hi khatam hojata. Canteen food is like it can be eaten. Hostel facility is good. LAN is provided with high-speed.
 
 Faculty: Faculty is very good and provide good quality teaching. Teachers are helpful, qualified, knowledgeable. 1:40 is student teacher ratio. Industry exposure is good. Yes course curriculum is useful to Carry a good career. And not only good project are provided but assignment are good as well.",2018-03-23,Shiksha,good placement academic excellence helpful faculty poor extra curricular activity placement good placement average package lpa variety different company core non core banking well student placed efficient placement cell internship provided lpa max package lpa minimum batch infrastructure lab class room wellequipped sport activity less medical facility good campus small like shuru hotel hi khatam hojata canteen food like eaten hostel facility good lan provided highspeed faculty faculty good provide good quality teaching teacher helpful qualified knowledgeable student teacher ratio industry exposure good yes course curriculum useful carry good career good project provided assignment good well
Khushwant Thakare | B.E. in Computer Engineering - Batch of 2018,"Complete satisfaction with the college.
 
 Placements: There are the best placements ever. This year, about 80 companies had visited the college, in which 50 companies are niche companies offering above 5 LPA. It's been a great honour to be a part of it. The college maintains its 100% placement. Companies offering package in the range of from 30 LPA to 3.5 LPA have visited.
 
 Infrastructure: The college has free Wi-Fi for students after registration. Its bandwidth is 100 Mbps which is quite reliable. The college has precious labs and classrooms for curriculum. The college provides good library facilities but is very strict about deadlines. Medical facilities, sports, and games are average. The canteen food is average.
 
 Faculty: All teachers are well qualified. Some teachers are helpful, but some teachers strictly follow the university timetables due to which we could less focus on extracurricular activities. The student to faculty ratio has been maintained quite well. Mostly, PowerPoint presentation is the way of teaching.
 
 Other: INC is the best technical event of the college. Addiction, then some other cultural festivals are held too.",2018-03-14,Shiksha,complete satisfaction college placement best placement ever year company visited college company niche company offering lpa great honour part college maintains placement company offering package range lpa lpa visited infrastructure college free wifi student registration bandwidth mbps quite reliable college precious lab classroom curriculum college provides good library facility strict deadline medical facility sport game average canteen food average faculty teacher well qualified teacher helpful teacher strictly follow university timetable due could less focus extracurricular activity student faculty ratio maintained quite well mostly powerpoint presentation way teaching inc best technical event college addiction cultural festival held
Ashutosh Upadhyay | B.E. in Computer Engineering - Batch of 2018,"The college is good with the great placements.
 
 Placements: The placements were much better this year as compared to the previous years. The best part is, at the end of the year, the whole placement statistics are available on the website, and the statistics are totally genuine. The average package this year would be around 6 to 8 lacs per annum and the percentage of placed students may be around 70%.
 
 Infrastructure: The facilities provided in labs are top notch and no complaints whatsoever. The library provides a decent collection of books and journals. The college campus does not have ground for football, cricket, but still, the management makes proper arrangements for respective teams and players to practice. The quality of food in the canteen has been progressive over the four years.
 
 Faculty: Most of the teachers are very qualified, but somehow, they always tend to dominate the students. Hence, the students are sometimes forced to do pressurised work. Still, the quality of teaching is above par, and if we see a span of four years, students get oriented in a positive direction. The availability of teachers and labs are fantastic. The course curriculum is followed according to the University of Pune.",2018-03-13,Shiksha,college good great placement placement placement much better year compared previous year best part end year whole placement statistic available website statistic totally genuine average package year would around lac per annum percentage placed student may around infrastructure facility provided lab top notch complaint whatsoever library provides decent collection book journal college campus ground football cricket still management make proper arrangement respective team player practice quality food canteen progressive four year faculty teacher qualified somehow always tend dominate student hence student sometimes forced pressurised work still quality teaching par see span four year student get oriented positive direction availability teacher lab fantastic course curriculum followed according university pune
Koutuk Goenka | B.E. in Electronics and Telecommunication Engineering - Batch of 2020,"Satisfied with the academics and placements, but it has very poor infrastructure.
 
 Placements: The placements for the year 2016-2017 was very good, and it has increased exponentially from the last 3 years. The training and placements officer is very dynamic and the placements of this year are also very good. The students are benefited a lot if they are taking admission here from placements point of view.
 
 Infrastructure: The infrastructure is very poor. The conditions of the laboratory are good, but the area is very small. The sports facilities are very poor, and the college ground is also very small. The mess facilities and canteen are also very bad. The food is of low quality. The student to area ratio is very high where the feeling of crowdy is there.
 
 Faculty: The faculty here is very good concerning other colleges in Pune University. Some teachers are good while some are not so well, but overall the faculty is great. The new faculty which are quite knowledgeable. The student to faculty ratio is 20:1. We get industry exposure sometimes.
 
 Other: The college does not encourage any extracurricular activities. The attendance criteria are also very strict because of which the students are not getting internship benefits.",2018-03-10,Shiksha,satisfied academic placement poor infrastructure placement placement year good increased exponentially last year training placement officer dynamic placement year also good student benefited lot taking admission placement point view infrastructure infrastructure poor condition laboratory good area small sport facility poor college ground also small mess facility canteen also bad food low quality student area ratio high feeling crowdy faculty faculty good concerning college pune university teacher good well overall faculty great new faculty quite knowledgeable student faculty ratio get industry exposure sometimes college encourage extracurricular activity attendance criterion also strict student getting internship benefit
Utkarsh Singh | B.E. in Electronics and Telecommunication Engineering - Batch of 2018,"One of the best college in Maharashtra for CE/IT/E&TC.
 
 Placements: The students from CSE and IT shouldn't expect anything more, and this is the best you can get. But if you are E&TC student, it is satisfactory, and still, one of the best college in Maharashtra. You don't get many options for core in E&TC companies. If you are willing to join IT industry, just close your eyes and go for it.
 
 Infrastructure: The campus is not very big, but if you look ATIT as a 3-branch college, it's enough, but that's just for studying purpose. There are not many facilities for sports and the other extracurricular activities. We have enough classrooms and labs with all the technologies you need. The only area where the infrastructure lagging is sports and games.
 
 Faculty: PICT has the best faculty members in Pune. The ratio is 15 students per teacher has been constant for a long time. The course is a bit tough as you have to study one subject from different stream definitely and these subjects are not the easiest ones. The internal marks are not just for granted, and you need to work hard for it.
 
 Other: The college has everything, and you need to thrive technically. The various events and hackathons are organised now and then. The internships are provided in these events too. The crowd is again much more inclined towards studies and technology. The crowd in our college is good.",2018-03-03,Shiksha,one best college maharashtra ceitetc placement student cse shouldnt expect anything best get etc student satisfactory still one best college maharashtra dont get many option core etc company willing join industry close eye go infrastructure campus big look atit branch college enough thats studying purpose many facility sport extracurricular activity enough classroom lab technology need area infrastructure lagging sport game faculty pict best faculty member pune ratio student per teacher constant long time course bit tough study one subject different stream definitely subject easiest one internal mark granted need work hard college everything need thrive technically various event hackathons organised internship provided event crowd much inclined towards study technology crowd college good
Hemant Dukare | B.E. in Electronics and Telecommunication Engineering - Batch of 2018,"If you want to make your Life then this college is perfect. Small college but Brilliant placement.
 
 Placements: Placement is at zenith this year {2017-18} compared with previous year. More than 350+ students are placed and process is still going on. 30 LPA is the highest, the lowest is 3.5 LPA and average is 7-8 LPA. Rakuten, EQTech, Barclay, Morgan Stanley, HSBC, FinIQ, Tech Racers, Avaya, Sementec are companies which offer packages higher than 7 LPA. LTI, TCS, Accenture, Persistent, Cybage, BYJU'S are some of the companies which offer packages between 3.5-5 LPA. There is T&P cell tries to bring best companies and help all students to get placed. Internships are hard to get, but some brilliant students are able to get.
 
 Infrastructure: All Best in class facilities are available right from Wi-Fi Labs, Library, Reading hall open for 18 hours a day, water supply is good, medical facility is provided and even a doctor visits every evening. Class and labs are well maintained obviously. The college is small hence only indoor games such as carrom, TT, chess, facility is available along with basketball and badminton and handball ground. This year the whole canteen contract is change, therefore new caterors are providing good quality food. All kind of food is available except Non - veg. Gym facility is also available for all in the evening. Since college being small in area, there is small space for students to play and enjoy and have fun in evening.
 
 Faculty: PICT is known for its quality education and placement of students with best packages, all credits goes to the teachers for there guidance and help. Here teachers are very qualified and only experienced teachers are present. Teachers teaches in the language with which students are comfortable, no compulsion of English. Teachers use old traditional method of teaching on blackboard along they use projector and PC method. In labs, all teacher use projector and digital methods to teach and they don't leave teacher until he gets the concepts and the student is able to explain. In class 1 teacher for 70 students and in lab 2 ( teacher + lab assistant) for 20 students. Various industry expert visit to share there experience but no Industrial Visit is provided by college. Course curriculum is never sufficient hence this college always emphasis on extra practical /industrial knowledge which they provide by giving access to digital library and online video lectures.
 
 Other: Along with education, there are technical fest every semester and one cultural event in a year. Campus crowd is good. There is bus stand and auto stand right in front of college and also another bus stand in 1 km range. There surrounding is very decent outside college and very food and Book shops are available just outside the college. Scholarships are given to students, I didn't get one so not much idea, but yes college gives the scholarship. Not much support is given to extra curricular activities by the management and teachers but students do take part in various dramas and act and music events which they practise after college hours in the evening.",2018-03-01,Shiksha,want make life college perfect small college brilliant placement placement placement zenith year compared previous year student placed process still going lpa highest lowest lpa average lpa rakuten eqtech barclay morgan stanley hsbc finiq tech racer avaya sementec company offer package higher lpa lti tc accenture persistent cybage byjus company offer package lpa tp cell try bring best company help student get placed internship hard get brilliant student able get infrastructure best class facility available right wifi lab library reading hall open hour day water supply good medical facility provided even doctor visit every evening class lab well maintained obviously college small hence indoor game carrom tt chess facility available along basketball badminton handball ground year whole canteen contract change therefore new caterors providing good quality food kind food available except non veg gym facility also available evening since college small area small space student play enjoy fun evening faculty pict known quality education placement student best package credit go teacher guidance help teacher qualified experienced teacher present teacher teach language student comfortable compulsion english teacher use old traditional method teaching blackboard along use projector pc method lab teacher use projector digital method teach dont leave teacher get concept student able explain class teacher student lab teacher lab assistant student various industry expert visit share experience industrial visit provided college course curriculum never sufficient hence college always emphasis extra practical industrial knowledge provide giving access digital library online video lecture along education technical fest every semester one cultural event year campus crowd good bus stand auto stand right front college also another bus stand km range surrounding decent outside college food book shop available outside college scholarship given student didnt get one much idea yes college give scholarship much support given extra curricular activity management teacher student take part various drama act music event practise college hour evening
Swojas Kulkarni | B.E. in Computer Engineering - Batch of 2022,"The top engineering college in Pune. An average of 85% placements are there for IT and CSE.
 
 Placements: My college is known for good placements. Rakuten gives the high package. The faculty members are also great. PICT is well known for many aspects like the labs and many others. Only 3 branches are there in PICT, computer science, electronic and telecommunication, and information technology.
 
 Infrastructure: The college has a good infrastructure. The campus is not too large, but it is sufficient. A mess is there. Sports ward is there. There is a separate building for the applied science department. It is near to the road and easy to reach. It is located in the centre of the city. Too many events are arranged like Credenza and much more. No ragging is allowed in the college.
 
 Faculty: There are the best faculty members. Some of them are Mr Bandkar sir for BME subject, Barde mam for EM subject, Gadade sir for EM2, Hiwase sir graphics. The faculty members are very cooperative. For getting a seat in this college, you have to score more than 140 in CER or JEE. The lab of CS is very big and contains so many PCs.
 
 Other: The fest, Karandak is arranged in the college.",2018-02-27,Shiksha,top engineering college pune average placement cse placement college known good placement rakuten give high package faculty member also great pict well known many aspect like lab many others branch pict computer science electronic telecommunication information technology infrastructure college good infrastructure campus large sufficient mess sport ward separate building applied science department near road easy reach located centre city many event arranged like credenza much ragging allowed college faculty best faculty member mr bandkar sir bme subject barde mam em subject gadade sir em hiwase sir graphic faculty member cooperative getting seat college score cer jee lab c big contains many pc fest karandak arranged college
Saurabh Jadhav | B.E. in Information Technology - Batch of 2019,"Best for the passionate software engineers.
 
 Placements: Probably, this college is the best known in Pune. The companies provide max salary package of 36-38 LPA. The lowest salary is of 4.5 LPA. You get the internship call just by cracking the aptitude test. All branches have the placement record of 85-90% means every student with no backlogs will get recruited. In case of Off-course, you need to do some preparation, but follow seniors guidelines they will lead you to glory.
 
 Infrastructure: The college infrastructure is okay, and I mean average. Like you are not allowed to use the lifts, but that's not a point of issue. Wi-Fi- service is the best with speed around 600kb to 1.2 Mb, and with the limit 4GB per day of maximum usage. Drinking water with two-three filters per floor and all are maintained clean. Most cleaned campus, you can see the peon, cleaning the campus anytime. New canteen is good, but who has time for it, We have mini FC road in front of our college. The labs are very good and updated every classroom have good benches made in college itself and projector. Reading the hall, it is sometimes get filled during the exams where you have to find another way to study. Librarians are little rude, but you get three books including academics and non-academics for eight days without any cost. IEEE page is freely accessible. Our college is good at fascinating tech events. There is a little bit lack in the sports and gym, we don't have time for that, but college has good players, and provides resources on time. Even though the infrastructure is small and no ground life in college is good and charming.
 
 Faculty: Here comes the main part, people might think it is very reputed college which means the teacher might be excellent in teaching, and that's a rumour don't believe in that. Very strict in FY, then strictness level goes down up to BE and ME. You get better than average teaching staff, but more than 60% of the teachers are just excellent. The faculty is totally teaching in English, but all are Marathi or Hindi, so don't hesitate to ask anything. Overall, the nature of the students and staff are cooperating. The student to the faculty ratio is around 15:1, but not very sure. The teaching varies according to every teacher. So can't say if it is industry-based or knowledge-based.",2018-02-25,Shiksha,best passionate software engineer placement probably college best known pune company provide max salary package lpa lowest salary lpa get internship call cracking aptitude test branch placement record mean every student backlog get recruited case offcourse need preparation follow senior guideline lead glory infrastructure college infrastructure okay mean average like allowed use lift thats point issue wifi service best speed around kb mb limit gb per day maximum usage drinking water twothree filter per floor maintained clean cleaned campus see peon cleaning campus anytime new canteen good time mini fc road front college lab good updated every classroom good bench made college projector reading hall sometimes get filled exam find another way study librarian little rude get three book including academic nonacademics eight day without cost ieee page freely accessible college good fascinating tech event little bit lack sport gym dont time college good player provides resource time even though infrastructure small ground life college good charming faculty come main part people might think reputed college mean teacher might excellent teaching thats rumour dont believe strict fy strictness level go get better average teaching staff teacher excellent faculty totally teaching english marathi hindi dont hesitate ask anything overall nature student staff cooperating student faculty ratio around sure teaching varies according every teacher cant say industrybased knowledgebased
